Agha Khan Comments,Agha Khan Ratings,Agha Khan Sentiment,Coptic Comments,Coptic Ratings,Coptic sentiment,Kenyatta Comments,Kenyatta Rating,Kenyatta sentiment,Kenyatta University Comments,Kenyatta University Ratings,Kenyatta sentiment,Mama Lucy Comments,Mama Lucy Ratings,Mama Lucy sentiment,Mbagathi Comments,Mbagathi Ratings,Mbagathi sentiment,Mshah Comments,Mshah Ratings,Mshah sentiment,Nairobi Hospital Comments,Nairobi Hospital Rating,Nairobi sentiment,Nairobi West Comments,Nairobi West Ratings,Nairobi West sentiment,Pumwani Comments,Pumwani Ratings,Pumwani sentiment,,REVIEW,SENTIMENT,RATING
Upscale hospital but good service,5,positive,,1,,Great,1,positive,,,,,,,,,,Great customer service,5,positive,,1,,I love the good service I received from Prof Mwanda,5,positive,,,,,Upscale hospital but good service,positive,5
Had our baby Aoife here,5,positive,,5,,Long Waiting Time,5,negative,,,,,,,,,,"Went in for open surgery. The staff, from admission through to nurses and doctors, were amazingly helpful, friendly and caring. The services were as good as you could ever want. It was a very pleasant experience. Would go back anytime.",5,positive,,5,,I would give it  a one star because The building is too tall if one day that building collapses The whole of Nairobi will be destroyed,5,negative,,,,,Had our baby Aoife here,positive,5
As good as western hospitals,5,positive,,5,,Fine,5,positive,,,,,,,,,,Generally all services were great..keep up the spirit,5,positive,,5,,Got medicated there and absolutely I love the service,5,positive,,,,,As good as western hospitals,positive,5
Quality care here and now,5,positive,,4,,Good services,3,positive,,,,,,,,,,A nyce facility with qualified doctors. So friendly staff. I highly recommend MPSHA for all your medical problems.,5,positive,,2,,Was actually pleasantly surprised with the efficiency of your Imagery/scanning services.,5,positive,,,,,Quality care here and now,positive,5
Worst and slow service ??Am so disappointed ?? �,1,positive,,3,,Good,5,positive,,,,,,,,,,"Received best attention right from Dr.Karen,the Nurse-Joyce and the receptionist,Eve.A committed team recommendable to all",5,positive,,4,,Not bad.doctors n nurses are welcoming,3,positive,,,,,Worst and slow service ??Am so disappointed ?? �,positive,1
Massive parking lot,4,positive,,1,,Grateful,5,positive,,,,,,,,,,Very good children clinic.,1,positive,,4,,Received professional service for my Covid PCR test,5,positive,,,,,Massive parking lot,positive,4
Excellent professional hospital service,3,positive,,4,,Nice,1,positive,,,,,,,,,,The services were excellent,5,positive,,5,,The staff were very friendly and the services are fantastic 👌 …,4,positive,,,,,Excellent professional hospital service,positive,3
High quality medical facility,4,positive,,1,,Well served,5,positive,,,,,,,,,,"Dr. Mohamed Bhaga( Surgeon), Dr. Fuizian (Anesthesiologist) Thank you for the good service offered and your friendliness. Forever grateful.",5,positive,,3,,Poor customer service  and discourteous to the  patients,5,negative,,,,,High quality medical facility,positive,4
My future hospital to deliver my baby,5,positive,,1,,Nice place,4,positive,,,,,,,,,,I got quality services,5,positive,,1,,Great covid services. Got my results in less than 24 hours!,1,positive,,,,,My future hospital to deliver my baby,positive,5
The best hospital in Kenya,5,positive,,1,,Slow,4,negative,,,,,,,,,,Seamless experience. Well done.,5,positive,,5,,The nurses were caring and the doctors were excellent,5,positive,,,,,The best hospital in Kenya,positive,5
Good hospital,5,positive,,5,,Cool professional Doctors,5,positive,,,,,,,,,,Courtesy  and  good services by staff,5,positive,,1,,"I love the spirit there.
Keep the good work .... congratulations",2,positive,,,,,Good hospital,positive,5
Very ok,4,positive,,4,,super,3,positive,,,,,,,,,,You have the best nurses ever. So loving to the kids,5,positive,,4,,"Awefull lab technician,    extremely slow and poor services. If you are a fan of time keeping don't go there",5,negative,,,,,Very ok,positive,4
Best place to get treated,5,positive,,5,,Mature,4,positive,,,,,,,,,,1st time I was here I was very disappointed with your services but decided to give you a benefit of doubt. Today I�m here and it confirms that your customer service is very wanting. Wouldn�t recommend anyone here if you are in a rush or �,5,negative,,2,,"I like the doctors how they are friendly, they listen and update you on your health progress.",5,positive,,,,,Best place to get treated,positive,5
Optimal clinical services,1,positive,,1,,I loved it,3,positive,,,,,,,,,,"I just like the efficiency, speed and friendliness of the staff. Great hospital",5,positive,,5,,Very good services from the orthopedic ward,1,positive,,,,,Optimal clinical services,positive,1
Horrible.... Very Slow service,3,positive,,5,,It was okay,3,positive,,,,,,,,,,Much appreciation to Dr. Lisa Maina.,5,positive,,3,,They're the best with exeplary health services,5,positive,,,,,Horrible.... Very Slow service,positive,3
good service and  good  nurses,5,positive,,5,,Clean,3,positive,,,,,,,,,,My experience was pleasant,5,positive,,1,,"Very slow ,

Poor customer care relations …",3,negative,,,,,good service and  good  nurses,positive,5
Nobody is picking the phone calls,5,positive,,5,,?????? �,1,negative,,,,,,,,,,"I hurt my back, a friend suggested MP hosp.Went there and I was attended to ASAP.Great service. �",5,positive,,2,,Big parking... Nice customer service,1,positive,,,,,Nobody is picking the phone calls,positive,5
Best service when inneed,4,positive,,3,,Clean environment,4,positive,,,,,,,,,,"Convenient, professional and aesthetically pleasing outpatient center. Quick service and easily accessible",5,positive,,5,,The services were so affordable I like it the place to be,5,positive,,,,,Best service when inneed,positive,4
Good services on entire staff,4,positive,,5,,Somehow,5,positive,,,,,,,,,,Digital operations have eased services,4,positive,,4,,This is not *The* Nairobi West Hospital. Pin is incorrect and misleading.,5,negative,,,,,Good services on entire staff,positive,4
Very disappointed in their services.,5,positive,,5,,Comfortable,5,positive,,,,,,,,,,Kind and very professional staff.,5,positive,,4,,Good services from inpatient ward 702,3,positive,,,,,Very disappointed in their services.,positive,5
Parking gets extremely full,5,positive,,5,,Hospitable,4,positive,,,,,,,,,,"Eve has been super amazing and the Nurse Joyce was way too Kind, and Dr. KAREN was super helpful and caring",5,positive,,4,,Poor and slow services. Was there the whole day waiting for results. Rude workers. Esp one at the registration desk and an old lady at the lab.,4,negative,,,,,Parking gets extremely full,positive,5
Service was too good,5,positive,,5,,Good,4,positive,,,,,,,,,,Why would i spend 2 hours after triage waiting for a doctor to see my child? One of your doctors is busy walking around with his phone in hand. Children should not be made to endure this long wait,5,negative,,4,,I don't know if it's because of the current covid situation that they are overstretched but wasn't really pleased with the service I received,4,negative,,,,,Service was too good,positive,5
Quality services offered,5,positive,,4,,Great,4,positive,,,,,,,,,,Was served by Hiral who is the best in her field.,5,positive,,5,,"From the welcome at the entrance , to every step guidance and the results timely and efficient",1,positive,,,,,Quality services offered,positive,5
Quality standard medicare,1,positive,,1,,Good,5,positive,,,,,,,,,,"Nurses are the worst in this hospital, just sitting and watching the poor Patients suffering. No heart and not professional at all. Patients relatives complaining left and right about the poor care. We Paid over a Million for Our mother's �",5,negative,,5,,I had a safe cs delivery with the best doctors.,5,positive,,,,,Quality standard medicare,positive,1
Very slow service.,5,positive,,5,,Good,5,positive,,,,,,,,,,I was unable to purchase medicine because the system was so down,5,negative,,3,,Excellent service. Very neat environment,5,positive,,,,,Very slow service.,positive,5
THEIR SERVICES IS EXPECTACULAR.,1,positive,,5,,Liloll,5,negative,,,,,,,,,,SLOW services you might die on the bench. Unless you have 48hrs on your hand DO NOT VISIT MP SHAH. The services provided and money charged DO NOT go hand in hand. If you're really sick better go to your estate dispensary. I promise you it will be more efficient.,1,negative,,5,,"The processes are really slow, just a waste of money for nothing it's the same as a public hospital",5,negative,,,,,THEIR SERVICES IS EXPECTACULAR.,positive,1
My mom gave bith,5,positive,,5,,Beautiful place inside a hospital,5,positive,,,,,,,,,,"Mp Shah you have the best and caring doctors ever,I would like to highly recommend your Waridi Clinic for exceptional and 5 star service.I walked the Journey with one kind hearted Doctor called Dr Muriuki.I highly recommend Him to any woman looking for a gynecologist.",1,positive,,4,,Excellent customer service. little more organization and some improvement at the front desk needed,1,positive,,,,,My mom gave bith,positive,5
one of the best hospital,5,positive,,5,,Public transportation is easily available,1,positive,,,,,,,,,,Good morning . This matter has been escalated to the necessary departments. Kindly bear with us once we  finalize with our investigations  we will get in touch with you. �,5,positive,,5,,"The services were affordable and so nice
Thanks",4,positive,,,,,one of the best hospital,positive,5
Really good health care,1,positive,,5,,I like that the hospital is state-of-the-art and very clean and modern.the staff are also quick in responding to requests and my check-out process took considerably less time than at other similar caliber hospitals.however they don't change �,3,positive,,,,,,,,,,"I have been here 3 times now and I only have good things to say. The staff and doctors are so friendly and treat you very well. The pediatrics wing is amazing, the pediatrician took time to explain every detail. I would definitely recommend this hospital to anyone and everyone",5,positive,,5,,Brilliant service offered at Nairobi  west  hospital,5,positive,,,,,Really good health care,positive,1
Excellent services for all,3,positive,,5,,"Kenyatta at nice it cute and safe, we are here for a leadership program with young African leadership initiative east Africa YALI",3,positive,,,,,,,,,,"Slow slow slow Pharmacy slow
Radiologist one hour 20min later still sitted waiting slow slow slow
Help me understand is it only one person who can do this job there is a queue I �",5,negative,,5,,The Covid test services are good and very efficient,5,positive,,,,,Excellent services for all,positive,3
Best hospital in the globe,5,positive,,1,,"Well equipped facilities but very slow service.
The hospital is clean and does not smell like most hospitals",1,negative,,,,,,,,,,Very excellent services and the staff are very friendly,5,positive,,4,,killer hospital.....most useless services offered there..dirtiest hospital not worth taking patient there,1,negative,,,,,Best hospital in the globe,positive,5
Very professional,5,positive,,2,,"I don�t know who needs to hear this but Waiting time to see a Doctor at The outpatient is 3 to 4 hrs, eat enough plus carry all the patience with you.  Security Guards usher patients to Doctors rooms. You can do better K.U",5,negative,,,,,,,,,,Extremely bad service from a nurse by the name Meg Githinginji from the laboratory department and her fellow two male colleagues working on 11th Friday September 2020 they make you feel as if you are bothering them. It�s one thing to be �,5,negative,,1,,"This place is wonderful, Doctors and nurses are very friendly.",5,positive,,,,,Very professional,positive,5
klk,1,positive,,1,,"Very modern and clean. Unfortunately, a very warped visitation policy. One and a half hours in the evening, but you can only get in two at a time. �",5,positive,,,,,,,,,,"I went in for a Hip Replacement Surgery to M.P. Shah Hospital in May 2020, i was in a room in Karania Wing. I was very impressed with the service and friendliness of all the Staff, the nursing staff were very friendly and were always �",5,positive,,5,,Very good service and customer satisfaction.,4,positive,,,,,klk,positive,1
Awesome,5,positive,,4,,My brother was there for two months and I will never complain...God bless you guys..My brother got the best treatments plus everything was clean everytime.,5,positive,,,,,,,,,,My experience was awesome.,5,positive,,1,,The do Covid-19 testing,1,positive,,,,,Awesome,positive,5
Need bigger parking,5,positive,,5,,"Clean government hospital, services not yet corrupted by GK",5,positive,,,,,,,,,,"Very bad experience in HDU.  Some rude nurses,  but good service in Kantaria ward.  Got an exaggerated bill by 233k n we were tossed to n fro for 3 days before it could be rectified",5,negative,,5,,Just love the way nurses responds to the emergencies.,5,positive,,,,,Need bigger parking,positive,5
World class care.,1,positive,,2,,"Very modern and clean, though a warped visitation policy. Evening is 1.5 hrs, two visitors at a time. Needs 20 min total, on average, to and from the ward (including 10 min with the patient) in a hurried visit. �",2,positive,,,,,,,,,,I was very impressed with MP Shah hospital. Their service was fast. Very warm staff.,5,positive,,5,,"Great time and experience
Quality treatment",1,positive,,,,,World class care.,positive,1
Professional services,5,positive,,5,,I went late at night. I was attended to immediately at the emergency area. Great doctor was conversational and engaging. I went to the sonogram however who was very distant and indifferent. I found him quite rude actually. He was called �,5,positive,,,,,,,,,,"Had a generally good experience at this hospital but Does the Orthopedic clinic have staff? They never pick calls, ever.",5,positive,,5,,The  hospital is so tidy and the services are so good,4,positive,,,,,Professional services,positive,5
Best in East Africa,5,positive,,3,,This is my third experience at this place. The facility is wonderful but their systems and setups are atrociously under par. Today I came for clinic the lines at registration are 2hrs long because they only assign 2 staff for clinics �,4,positive,,,,,,,,,,Faster than most big hospitals.I normally like their pead dept.,5,positive,,,,"Very well organized,guick response and very good",5,positive,,,,,Best in East Africa,positive,5
Good,4,positive,,3,,"Very slow service........from 8am to 1pm and still not done. 1 hour work taking hours. Please improve. At this rate, if you have good insurance just go to a private hospital.",1,negative,,,,,,,,,,The service is good. The nurses are very friendly and accommodating.,5,positive,,,,Customer care should be improved. Affordable services though.,5,negative,,,,,Good,positive,4
Great,4,positive,,4,,Visited this hospital on Tuesday 19th December 2023 when we took Joyce Wanjugu Gateri on a referral mission. The facility is very clean with very loving staff,5,positive,,,,,,,,,,"Round of applause to Ronald Tutui, the  customer experience officer. He goes above and beyond to check why results take longer than usual or why triage/doctors take long",5,positive,,,,"Lots of people and long cues in a reduce espace, inefficient and time costly (even if you pay by card)",5,negative,,,,,Great,positive,4
Good service n clean,5,positive,,5,,"Minor surgery doctor Gakenia is not focused in her work..She gave a wrong date to my daughter for surgery ,instead of 21st she gave 22nd of December and my daughter had to be  pushed to January 2024...
Am  very disappointed with her ..",5,negative,,,,,,,,,,"The best hospital!!! Good customer service, great doctors amazing nurses!",5,positive,,,,The services were so affordable I loved it,1,positive,,,,,Good service n clean,positive,5
Good doctors,5,positive,,5,,The Maternity wing of the hospital is top notch especially the night shift staff were awesome!,3,positive,,,,,,,,,,Was the only patient in line waiting to see a doctor...Was to see a doctor at Casualty. A lady in brown dreadlocks was meant to be my doctor.She could clearly see I was next in line but she was out there living her best life. �,5,positive,,,,The doctors are very cooperative and even the nurses,4,positive,,,,,Good doctors,positive,5
Well,5,positive,,4,,I have been using the Katya Goat milk soap for the past 5 months and that Soap is a game changer. My skin is glowing to say the least and it has eliminated all acne. Keep up guys ?? �,1,positive,,,,,,,,,,"Having been to the cardiac clinic before, my experience today was excellent.",5,positive,,,,A good hospital with dedicated medical officers💯💯✅ …,5,positive,,,,,Well,positive,5
Quality services,5,positive,,5,,"The place is amazing, offers good and timely services.

� Captured by Pixtiles Images: Photography and Videography for Koito, Ruracio, Wedding, Pre-Wedding, Corporate events, and drone for Aerial Footage.",2,positive,,,,,,,,,,Good and professional service,5,positive,,,,"You'll wait till you go out to look for another hospital.
Pathetic customer service.
Don't dare visit",4,negative,,,,,Quality services,positive,5
Professional medical solutions,5,positive,,4,,"An amazing job the government of Kenya did here. Very clean, state of the art, just amazing. The staff, especially nurses need to realize that this is an upgrade from the old facilities hence also need an upgrade in attitude and how they treat patients at the hospital",5,positive,,,,,,,,,,"I brought my daughter to ante natal, she has a very busy schedule at her work and getting time off is not easy. We have waited for the doctor who came and left. The nurses did not even realise the doctor left. I called the hospital �",5,negative,,,,How they do their operations is just amazing 🙏 …,4,positive,,,,,Professional medical solutions,positive,5
The worst hospital !!!!!,5,positive,,4,,"Worst hospital ever,went to visit my nephew at the oncology department.A nurse came to take a sample of his blood he left a needle cap and a used cotton wool  on the patient's bed,asked one of the soldiers if we could speak to a doctor coz �",1,negative,,,,,,,,,,Make the formal sick sheet forms readily available for those patients that may require sick offs. Thanks,5,negative,,,,"Very professional doctors,but there is need to improve the customer service.",1,positive,,,,,The worst hospital !!!!!,positive,5
Check,4,positive,,5,,"Very clean hospital,the staff and the nurses were very helpful and polite
However the sonographer was very rude,kept on yelling at me and was also impatient and seemed to not know what he was doing.He made the whole process very uncomfortable",4,positive,,,,,,,,,,Amazing support by the nurses and kitchen,4,positive,,,,The services were good and price affordable,5,positive,,,,,Check,positive,4
Good hospital,5,positive,,5,,"Adoctor lady , talking to us an professional, you don't treat people bad because of requesting the patient to stay longer , l think she is just there for pay check  , may God help her with it.stop treating people with bad attitude we pay you , so you need to serve us well",5,positive,,,,,,,,,,How can the wellness check up take 5 hours ?? Very slow service.. The gentleman at customer service outpatient 2 had an amazing attitude and was very helpful..,5,negative,,,,"Cancer Care center.
The medication offered is available",4,positive,,,,,Good hospital,positive,5
Cool place,5,positive,,5,,"My whole experience with the hospital was fantastic, your medical personnel are the best I have seen. However, please improve the billing department",5,positive,,,,,,,,,,"The one thing I really love about this Hospital is their investment in making the facility accessible to people with disability.
Rails to help people on wheelchairs are all over and supportive enough; �",5,positive,,,,Good customer service from Florence and prompt response,5,positive,,,,,Cool place,positive,5
Awesam experience,5,positive,,1,,"This guard is busy asking for bribes from Visitors during the allotted Visiting Hours. Ati �I am the one in charge here�, �niongeleshe vizuri�� �Mimi ndio mkubwa hapa�. Kindly note when we are visiting our loved ones we are not coming to �",5,negative,,,,,,,,,,The queueing system is quite fast. Very good customer service.,5,positive,,,,Good Doctors. Very shady head of admissions. Shady admissions medical protocol.,3,positive,,,,,Awesam experience,positive,5
Reputable hospital,5,positive,,3,,Had my relative here lately. This public health facility surpasses all others of its kind. My first time here and totally blown away. Very clean. You don't fear to visit washrooms here �,1,positive,,,,,,,,,,"Services at Mpshah Village Market was awesome.
Radiology department is good",5,positive,,,,incredible services and friendly  nurses,4,positive,,,,,Reputable hospital,positive,5
Hospital,5,positive,,4,,"KUTRRH is the best hospital I have ever come across, actually, the facilities the working personel and the department at large are just wow!!?????? I can't complain about it,,???? �",5,positive,,,,,,,,,,The place was perfect overall,5,positive,,,,"Dialysis Center
The doctors and Nurses are okay",5,positive,,,,,Hospital,positive,5
Excellent service,4,positive,,5,,A very  professional health care facility. Clear signage to help you get around,1,positive,,,,,,,,,,"The hospital which you reach and doctors attend you professionally. The nurses are very helpful especially when hospitalised, they come in handy.",3,positive,,,,They have alot of experience in dealing with covid-19.,4,positive,,,,,Excellent service,positive,4
World class,4,positive,,2,,Bad experience. They send you to cashier to pay for a test that doctor recommended. Only one Cashier is available in the entire wing and takes 30 minutes to process one billing. They need to give clear directions and bill patients after all procedures are done to avoid making multiple trips to the cashier.,5,negative,,,,,,,,,,My experience with the dental doctor at MP Shah was terrible. I went there to do dental checkup and do appointment for dental implant procedure. The doctor took only 2 minutes for screening of whole of my mouth and teeth and told me �,5,negative,,,,From me and my family I rank this hospital number 1,1,positive,,,,,World class,positive,4
Its a nice place,3,positive,,3,,"The worst decision we made was to bring mum to this hospital. Negligence from oncology ward to ICU.
They don't even assist patients to feed and don't allow any food from outside. �",5,negative,,,,,,,,,,"I love your services,caring staff ,easy discharge time n process.",5,positive,,,,The worst services ever.I would not refer anyone to this hospital.,5,negative,,,,,Its a nice place,positive,3
Health facility.,5,positive,,5,,"Great staff, excellent facilities! Spacious and clean too. Got to see the president of the republic of Kenya.",1,positive,,,,,,,,,,"At MP Shah, I feel heard and seen.",4,positive,,,,guess what...this is superbub aki best hospital,5,positive,,,,,Health facility.,positive,5
Place to be alive,5,positive,,1,,"I was really impressed with the facility. Though my patient was terminally ill, and passed on after admission, few days later. I know he left happy. With dignity. Key notes: Excellent service, ambience, staff friendliness, empathy, �",1,positive,,,,,,,,,,"Today I take off my hat off for the MP Shah Peadiatric department team. Never have I ever gone to a hospital.and felt so much hope, so much love so much care starting from the reception to the cashier, the nurses and to crown it all I met �",5,positive,,,,The Best hospital in Kenya with the best nurses and professional services,5,positive,,,,,Place to be alive,positive,5
Excellent services,5,positive,,1,,"Some doctors are great some are not' including nurses and kitchen stuff.

I didn't like the fact students were the one doing most especially blood �",4,positive,,,,,,,,,,I loved it from start to finish.,5,positive,,,,The doctors were so cooperative and so are the nurses,1,positive,,,,,Excellent services,positive,5
Good,1,positive,,4,,The services are excellent  particularly  the emergency  unit,1,positive,,,,,,,,,,Very friendly Nurses especially Nurse Peter Mwangi,5,positive,,,,Services are not bad and really like,5,positive,,,,,Good,positive,1
Excellent services,3,positive,,1,,"Talk of state of  art hospital ,very clean with friendly staff",5,positive,,,,,,,,,,"MP Shah children's hospital is really nice. Paediatrician s are always available 24 hours, there is plenty of parking though you have to pay parking fees. Great nurses always ready to help. Great service.",5,positive,,,,"Everything is just amazing, loved it",4,positive,,,,,Excellent services,positive,3
Good,3,positive,,5,,"I had an outstanding experience at Kenyatta University and Referral Hospital and would highly recommend it to anyone in need of medical care in Nairobi. As a Canadian, I was impressed with the level of care and professionalism provided at �",3,positive,,,,,,,,,,The staff at registration and billing should be more friendly and smile ?? �,4,positive,,,,The service were so nice I enjoyed the service,5,positive,,,,,Good,positive,3
Good,4,positive,,1,,"Excellent medical care,great modern facilities, 5 star ambience and enough security.  ....very affordable compared to other private hospitals. Try the facility.",5,positive,,,,,,,,,,Superb wellness program and clinic!,5,positive,,,,"Daycare ward
It was good
Food is good",5,positive,,,,,Good,positive,4
Awesome,3,positive,,1,,"Negligence, especially at the wards and bad, ugly attitude  from the nurses",5,negative,,,,,,,,,,Excellent service and experience,5,positive,,,,Great service just not very fast... Terribly long queues,5,positive,,,,,Awesome,positive,3
"A private hospital, which is an Indian hospital in which all medical departments are located. It is a very famous hospital and has very excellent services and high-ranking medical staff from Indians, Arabs, Kenyans and perhaps foreigners. �",5,positive,,5,,"I highly recommend this hospital i had the best experience in maternity ward very professional doctors and nurses..
Thanks to Dr Deepak and his team he did a successful operation, i cant forget also Dr john and ward team for taking care of me and my baby i will definitely come back�",1,positive,,,,,,,,,,Thanks alot for your kindness.,5,positive,,,,I got great help:) Thank you Rose:),1,positive,,,,,"A private hospital, which is an Indian hospital in which all medical departments are located. It is a very famous hospital and has very excellent services and high-ranking medical staff from Indians, Arabs, Kenyans and perhaps foreigners. �",positive,5
Exceptional class hospital having visited it around twenty years ago. Your website is visible and well informed.,4,positive,,5,,"Beautiful place, with friendly staff",5,positive,,,,,,,,,,Got my son operated here at ENT for adenoids. Good experience from reception to discharge. Staff is welcoming .,5,positive,,,,Good services we appreciate you,4,positive,,,,,Exceptional class hospital having visited it around twenty years ago. Your website is visible and well informed.,positive,4
Good,4,positive,,5,,"To the team at the IMIC, may God bless you for the good work. Customer Service is exemplary. Special thanks to Tracy, Vivian and Jeremiah. You guys are doing your best. Mbarikiwe.",4,positive,,,,,,,,,,"Best service from the entire team,doctors,nurses,cleaners and chefs.",5,positive,,,,They have poor service. The doctors n nurses have poor response to the sick or injured,5,negative,,,,,Good,positive,4
"What's the point of booking an appointment WITH time when everyone can just show up and cut the queue? Appointment was supposed to be at 10, saw the doctor at 11!!",5,positive,,1,,I have been to many hospitals but my experience with this facility will remain to be q memmorable one.Very professional staff both the executive and support staff........you either keep it up or maintain the level of professionalisn �,5,positive,,,,,,,,,,"Nurses are really rough. Staff not well trained. Ok there are a few who are really good. Came out of theatre and they didn't give any painkillers, had to suffer in pain for an hour before and relief. Not worth it the money",1,negative,,,,Well resourced and welcoming staff,4,positive,,,,,"What's the point of booking an appointment WITH time when everyone can just show up and cut the queue? Appointment was supposed to be at 10, saw the doctor at 11!!",positive,5
"An excellent premier university hospital in Nairobi,Kenya. Patients are treated with dignity and love. Doctors go out of their way to support their patients!",5,positive,,5,,The nurses working at the mother and child clinics on Mondays are really bad at their work. Extremely unprofessional and have excellent time wasting skills. Do better!,2,negative,,,,,,,,,,Great facility. Well staffed and timely in delivery.,5,positive,,,,Services at cancer center are the best.,5,positive,,,,,"An excellent premier university hospital in Nairobi,Kenya. Patients are treated with dignity and love. Doctors go out of their way to support their patients!",positive,5
Very bad onboarding of in patient services Inhuman receptionists asking for deposit before admission. Doctors playing cat and mouse with patients. All in all we came in at 3:30pm it's now 40min to midnight still awaiting admission. Real defination of Medicare Commercialized at the highest level,5,positive,,4,,"Good experience. Modern hospital, clean and well maintained with friendly staff.",1,positive,,,,,,,,,,Good service. Billing process is somehow more slow.,5,positive,,,,The doctors are experienced and professional.,1,positive,,,,,Very bad onboarding of in patient services Inhuman receptionists asking for deposit before admission. Doctors playing cat and mouse with patients. All in all we came in at 3:30pm it's now 40min to midnight still awaiting admission. Real defination of Medicare Commercialized at the highest level,positive,5
"One of the best hospitals in town.
Reliable service and competent staff. �",5,positive,,1,,"Amazing Hospital ??  with all sorts of services that you can get from ONCOLOGY, RENAL, VIP CLINICS, PSYCHIATRY, PAEDIATRICS, OBSTETRICS & GYNAECOLOGY , and even a *PRESIDENTIAL SUITE. �",4,positive,,,,,,,,,,Very clean and  organised facility with friendly staff fully dedicated  to their patients.,5,positive,,,,The building itself is iconic,5,positive,,,,,"One of the best hospitals in town.
Reliable service and competent staff. �",positive,5
A very good hospital and the private institution in Kenya,5,positive,,5,,I came here at 10 took an hour at registration and now I'm still at the lab but yet to have the samples taken it's already been 3 hours and I'm supposed to see the doctor at 2. Also rude & confused staff!! Are you after money or after services because your services are very poor!! Wouldn't recommend!!!,5,negative,,,,,,,,,,Loved the care my wife and baby received. Very professional team.,5,positive,,,,Best Customer Care Services.,5,positive,,,,,A very good hospital and the private institution in Kenya,positive,5
"One of the best hospitals in kenya, its costly but overall service and patient care is excellent.  This comes from a personal experience as my relative is currently admitted here.",5,positive,,5,,A modern made teaching and referral hospital located at Nairobi county near the border of kiambu county in Kenya...... Good medical services including na modern funeral home,5,positive,,,,,,,,,,"I had to wait for two hours to see the doctor, that was nothing because when i was sent to do an ultrasound i waited for 4 hours... the nurses/ doctors  doing the ultrasound we arrogant and didn't communicate to us the whole time �",5,negative,,,,Skyclinic - fast services nps,5,positive,,,,,"One of the best hospitals in kenya, its costly but overall service and patient care is excellent.  This comes from a personal experience as my relative is currently admitted here.",positive,5
"Offering the best services, with a new system it's a bit slow but trust the process",1,positive,,1,,The treatment done their is for a class that everyone can afford,1,positive,,,,,,,,,,Very very super slow services. Should improve on that. As an Outpatient I've spent more than 6hrs and am not yet through with the process. �,5,negative,,,,Very efficient with good and skilled personnel,5,positive,,,,,"Offering the best services, with a new system it's a bit slow but trust the process",positive,1
Went to drop my papers for locums and couldn't find my way being my first time  ..but thank God for the security and the staff I met...so kind and patient....I got all the right departments,5,positive,,5,,Great facility with very good equipment. Found some doctors and nurses to be really helpful and interested in getting patients good care.,5,positive,,,,,,,,,,"The worse place to take your kid, my kid was vomiting
and feeling unwell they tested him and gave him injection and after results came out they prescribed medication left for home and notice the kid is not feeling �",5,negative,,,,"Very poor  service,few doctors .It took almost  3hours.",5,negative,,,,,Went to drop my papers for locums and couldn't find my way being my first time  ..but thank God for the security and the staff I met...so kind and patient....I got all the right departments,positive,5
Well kept campus. Excellent services. Optimal security. First class care.,4,positive,,5,,"Terrible experience that I wouldn't wish on my worst enemy. They value money more than health and the staff are very arrogant, especially Dr. Doreen Koske of Oncology department. Not recommended!",5,negative,,,,,,,,,,"MP Shah is my primary medical services provider. My experience has been great, great customer service. God bless MP Shah.",5,positive,,,,The workers are very helpful and welcoming,5,positive,,,,,Well kept campus. Excellent services. Optimal security. First class care.,positive,4
"Great hospital with amazing specialist.
Some have long waiting hours but it's worth the wait",5,positive,,1,,"a big government facility, but with very few patients, i keep wondering why? very expensive, why should you pay 5500 for covid test, charge only 3K and get people more people tested....a great facility anyway, with good infrastructure, �",5,negative,,,,,,,,,,Very warm and friendly staff. Efficient service delivery and relatively reasonable costs.,5,positive,,,,very good medical care and services,4,positive,,,,,"Great hospital with amazing specialist.
Some have long waiting hours but it's worth the wait",positive,5
"Very organized & systemic, with smooth flow and efficient friendly attendants.",5,positive,,1,,"For a public facility, this hospital surpasses expectations. Clean, well equipped and well staffed. I thank the hospital staff for their service and special thanks to Mugenda for daring to dream!",5,positive,,,,,,,,,,Amazing nursing staff and administrators in day care and theater!!,5,positive,,,,The staff is overwhelmed...is all the sugar I can find to coat my experience here,3,positive,,,,,"Very organized & systemic, with smooth flow and efficient friendly attendants.",positive,5
"Terrible service done here, no body at the cashier and had to wait for more than 15minutes for some one (Elias)to come and wait another 15 minute for the system to be solved and end up telling me there is no receipt because the machine is not working, can't imagine it's one of the best hospital in Kenya..",5,positive,,4,,The doctors and nurses in the ICU should be held accountable for negligence and lying about ppl's causes of death. I don't think I've ever been so angry in my life..the cover-up also is just crazy...they should be investigated deeply.,1,negative,,,,,,,,,,"Hopeless hospital, just for general doctor waited for more than 1 hr and my token number was just 161 and they were serving 154. The person at the reception is attanding customer who is paying but not the once who is waiting for the check �",1,negative,,,,worst hospital in nairobi for sure. rude staff. they only care about money.,5,negative,,,,,"Terrible service done here, no body at the cashier and had to wait for more than 15minutes for some one (Elias)to come and wait another 15 minute for the system to be solved and end up telling me there is no receipt because the machine is not working, can't imagine it's one of the best hospital in Kenya..",positive,5
